,NDX,ATVI,ADBE,AMD,ALXN,ALGN,GOOGL,GOOG,AMZN,AMGN,ADI,ANSS,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CDW,CERN,CHTR,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,CPRT,COST,CSX,DXCM,DOCU,DLTR,EBAY,EA,EXC,EXPE,FB,FAST,FISV,GILD,IDXX,ILMN,INCY,INTC,INTU,ISRG,JD,KLAC,KHC,LRCX,LBTYA,LBTYK,LULU,MAR,MXIM,MELI,MCHP,MU,MSFT,MRNA,MDLZ,MNST,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PYPL,PEP,PDD,QCOM,REGN,ROST,SGEN,SIRI,SWKS,SPLK,SBUX,SNPS,TMUS,TTWO,TSLA,TXN,TCOM,ULTA,VRSN,VRSK,VRTX,WBA,WDAY,WDC,XEL,XLNX
3/27/19,7308.189941,45.22258,262.339996,24.889999,134.600006,268.959991,1178.01001,1173.02002,1765.699951,176.009415,101.28183,178.550003,46.151005,37.913517,179.5345,153.100006,150.763351,164.289993,229.949997,87.940002,1752.109985,275.011627,61.830002,92.252617,55.58215,355.51001,124.540001,194.683594,49.944664,97.239281,69.180649,38.573238,59.700001,229.250412,71.694687,115.540001,51.880001,104.220001,35.901516,100.536034,47.545166,118.299675,165.869995,29.588333,87.650002,59.47958,218.839996,302.070007,86.019997,50.621197,251.641449,558.27002,29.16,113.703354,29.678291,172.140381,25.610001,24.809999,146.800003,120.351746,50.520824,484.940002,79.056587,39.23,114.085876,19.27,47.543125,54.880001,45.111893,353.369995,175.704636,85.42659,386.890015,63.28191,74.472839,103.07,115.95845,23.610001,54.13377,402.869995,90.725609,75.18,5.562841,77.945549,120.489998,70.023483,112.489998,72.239998,94.489998,54.966,100.291481,42.310001,346.049988,180.179993,130.321808,185.820007,57.580128,189.679993,43.070049,54.370701,121.951431
3/28/19,7320.470215,45.321922,263.529999,25.059999,133.259995,273.910004,1172.27002,1168.48999,1773.420044,177.265778,100.423019,180.289993,46.212219,37.504482,179.671066,153.029999,152.282639,164.110001,232.820007,87.809998,1728.890015,277.89209,62.650002,93.143799,55.50362,352.869995,124.830002,196.209229,50.151432,97.337151,69.716339,38.774689,59.869999,230.983627,72.70076,118.379997,51.779999,103.470001,35.852772,102.063995,46.820648,117.568932,165.550003,29.961016,87.779999,59.507603,220.559998,305.140015,85.739998,50.573582,255.425201,562.890015,29.41,113.096825,29.905607,170.241058,25.23,24.530001,167.539993,122.233315,50.159355,497.149994,78.842834,39.34,114.242203,19.66,47.523865,54.459999,45.309418,354.609985,176.451263,84.028076,388.470001,63.701794,74.275528,103.860001,115.910889,23.32,53.791336,404.829987,90.973045,71.82,5.592327,77.897202,121.830002,71.197914,113.93,69.150002,96.489998,55.723999,99.288292,43.470001,345.230011,181.039993,131.310516,182.419998,57.839203,190.199997,43.904964,53.654171,123.344994
3/29/19,7378.77002,45.232513,266.48999,25.52,135.179993,284.329987,1176.890015,1173.310059,1780.75,179.466827,101.580963,182.710007,46.513416,38.624458,183.426407,155.820007,153.599976,164.850006,236.380005,88.830002,1744.910034,279.415924,63.509998,94.377762,56.161339,346.910004,126.489998,197.656616,50.743553,97.542702,70.563667,38.352604,60.59,231.864563,73.081696,119.099998,51.84,105.040001,36.203693,101.494759,47.168793,117.509689,166.690002,30.338417,88.279999,60.740925,223.600006,310.690002,86.010002,51.13541,257.583191,570.580017,30.15,114.9646,29.687382,173.467972,24.92,24.209999,163.869995,123.228287,50.577904,507.730011,80.601379,41.330002,115.228996,20.35,48.072769,54.580002,46.302784,356.559998,178.750839,86.443687,388.299988,63.58049,75.356064,103.839996,116.586349,24.799999,54.247917,410.619995,92.150925,73.239998,5.57267,79.773544,124.599998,71.563728,115.150002,69.099998,94.370003,55.972,100.386116,43.689999,348.730011,181.559998,131.498398,183.949997,58.542416,192.850006,46.121803,53.701931,123.559387
4/1/19,7478.419922,46.812122,272.170013,26.360001,135.320007,285.149994,1198.97998,1194.430054,1814.189941,181.157806,104.485497,187.449997,46.829304,40.056072,187.747467,163.820007,155.840439,170.399994,232.490005,89.43,1759.22998,284.136261,64.800003,96.581253,56.465656,346.220001,126.800003,200.463364,51.674023,97.572067,71.927216,38.669174,62.18,233.827591,74.918015,115.169998,52.139999,103.720001,36.73008,102.533371,46.895924,118.744034,168.699997,31.036612,89.309998,61.553791,225.119995,316.839996,85.949997,51.906727,261.85965,575.539978,31.26,117.612221,29.550993,178.981796,24.9,24.15,165.520004,125.553162,52.090393,518.109985,84.973442,42.25,116.28418,20.59,47.85128,53.279999,49.094948,366.959991,181.458588,92.311569,391.540009,64.429611,76.041969,105.550003,116.06311,24.67,54.989868,410.049988,93.299095,73.610001,5.690609,81.108261,126.839996,71.197914,117.57,69.970001,95.690002,57.835999,102.818405,45.189999,352.549988,185.960007,132.724396,186.050003,58.745975,192.75,47.321396,53.090496,126.424461
4/2/19,7499.640137,47.149902,271.350006,26.75,138.919998,292.029999,1205.540039,1200.48999,1813.97998,181.781265,104.321457,187.610001,47.510036,39.919727,189.074066,164.350006,155.23465,170.979996,233.270004,91.230003,1763.550049,281.59024,64.610001,97.217804,55.886475,346.630005,127.989998,201.548904,51.965382,98.002716,71.654518,38.592026,63.16,230.294174,74.410095,116.980003,53.720001,104.110001,36.964035,100.705803,47.319344,118.931656,174.199997,31.140398,89.779999,61.890148,224.919998,316.100006,86.699997,51.763885,264.332886,575.97998,30.290001,117.410034,29.169106,178.555435,25.309999,24.620001,165.470001,126.587532,52.28064,509.98999,85.226044,42.439999,116.450264,19.700001,47.803135,53.330002,49.532181,367.720001,182.175339,90.746803,394.329987,63.84177,76.126549,105.230003,115.758675,24.459999,55.256207,414.820007,92.804192,74.559998,5.769237,81.39843,127.730003,71.496346,117.510002,69.730003,97.660004,57.175999,104.370514,44.619999,347.299988,186.880005,133.38681,187.110001,51.223457,193.779999,48.348244,53.100052,125.800797
4/3/19,7544.970215,47.338661,271.5,29.02,139.990005,289.269989,1210.810059,1205.920044,1820.699951,182.244156,105.990814,188.539993,47.835732,41.322136,192.878159,166.649994,154.907715,174.910004,231.399994,91.889999,1774.930054,282.658844,65.169998,98.422379,56.07299,345.369995,127.800003,202.820267,52.284935,100.302788,72.248634,38.833099,63.73,232.19014,73.472397,117.690002,54.139999,104.709999,37.032272,100.016731,46.990013,120.541229,173.539993,31.050768,90.639999,62.282578,227.580002,319.200012,84.349998,52.830406,265.140839,576.26001,30.309999,119.451111,29.323679,185.610046,26.33,25.65,166.210007,129.631531,54.059483,508.579987,87.732704,43.900002,117.212341,21.33,47.889809,52.59,51.311806,369.75,187.770035,94.062149,396.399994,63.75779,76.182922,104.690002,115.644524,23.51,54.866207,407,94.011749,73.720001,5.818378,82.559044,128.869995,71.554092,117.419998,69,97.910004,58.362,106.708153,45.130001,350.529999,188.089996,134.770996,187.889999,50.742313,193.5,49.912506,52.899418,125.294029
4/4/19,7540.569824,46.653168,267.890015,29.09,139.929993,287.959991,1219.449951,1215,1818.859985,181.686798,106.66629,184.979996,47.918972,41.507172,193.502441,165.050003,153.215332,179.130005,235.039993,92.379997,1780.599976,280.614563,63.669998,98.481133,56.004269,345.720001,124.220001,200.81543,52.152523,97.885254,71.868797,38.968105,62.990002,234.028641,73.062164,117.160004,53.34,105.629997,37.090759,97.809669,46.707737,121.015228,176.020004,31.286644,90.080002,62.450752,225.929993,315.019989,83.220001,53.249386,258.785309,570.280029,30.25,119.374092,29.723751,185.11586,26.66,25.879999,171.369995,130.232468,54.154598,501.480011,88.675117,42.889999,116.616356,23.08,47.812771,52.869999,51.731781,367.880005,187.411636,94.443565,398.079987,64.401619,75.543991,104.459999,115.558891,22.6,55.037437,406.529999,96.486267,73.790001,5.857691,82.704124,125.949997,71.573349,115.260002,70.050003,93.699997,53.556,107.171913,44.43,350.140015,186.130005,134.177795,184.149994,50.10387,185.470001,49.327106,52.813431,124.563148
4/5/19,7578.839844,46.981014,267.450012,28.98,141.199997,295.880005,1211.449951,1207.150024,1837.280029,184.596359,107.554062,185.830002,48.239758,41.916203,196.438431,166.330002,154.176926,181.550003,241.720001,93.900002,1769.449951,282.733124,64.199997,98.706383,56.269318,351.440002,123.970001,201.822739,52.218731,98.834656,72.268112,38.977749,63.950001,235.436279,72.690987,116.919998,53.84,105.989998,36.886055,99.297684,46.952377,120.965851,175.720001,31.451757,89.860001,63.104794,227.770004,323.5,84.760002,52.944672,257.868927,575.719971,31.24,119.71106,30.160196,189.108276,27.82,26.860001,169.369995,132.064774,54.525585,502.850006,90.278198,43.32,117.134186,25.959999,47.841648,52.880001,53.634136,365.48999,190.089523,95.988777,401.130005,64.401619,75.863449,105.730003,115.701591,21.6,55.161087,408.940002,97.406792,79.370003,5.838036,83.951805,128.699997,72.227966,116.589996,70.349998,94.529999,54.992001,107.541008,45.75,353.630005,189.240005,133.989944,188.889999,50.603516,186.289993,49.941296,53.224251,125.791046
4/8/19,7599.740234,47.259186,268.809998,28.530001,139.75,292.709991,1208.280029,1203.839966,1849.859985,184.095703,107.824234,186.410004,48.998871,41.799335,198.555069,166.740005,154.292313,184.770004,239.740005,92.379997,1788.719971,282.919006,63.98,99.881577,56.043537,354.140015,124.559998,201.764069,52.483559,98.785721,72.472649,39.257404,64.639999,236.058701,73.863113,114.949997,53.810001,102.440002,36.856808,97.819649,46.688919,121.666962,174.929993,31.414015,88.330002,62.955303,227.75,323.609985,84.43,53.020847,256.942688,578.340027,30.790001,120.076912,30.178383,187.586899,27.74,26.790001,169.770004,132.902145,55.124874,506.5,91.385788,42.900002,117.173248,27.23,47.774242,53.07,53.451954,361.410004,190.925735,96.438652,401.98999,64.326965,75.938622,106.57,116.06311,21.83,54.942303,401.26001,97.664131,80.099998,5.877348,84.773911,129.630005,72.391602,116.43,71.230003,94.290001,54.639999,109.045807,46.009998,354.470001,189.770004,133.851501,188.929993,50.945877,187.110001,49.509445,52.842087,126.590141
4/9/19,7568.490234,46.702843,268.98999,27.24,137.649994,285.25,1202.689941,1197.25,1835.839966,182.300827,106.618042,186.660004,48.85194,40.913101,196.613998,167.059998,153.542267,181,237.580002,91.309998,1794.469971,281.961945,64.309998,99.861984,61.815765,354.559998,124.360001,200.218872,52.190353,99.196793,72.433693,39.575626,64.239998,234.517029,72.954727,115.220001,53.580002,102.599998,36.798321,98.119255,46.594826,122.387825,177.580002,30.649773,88.230003,61.75,224.779999,316.640015,82.730003,52.67804,255.570602,579.380005,30.9,117.583328,29.960165,184.563492,27.799999,26.790001,167.520004,130.675766,54.458996,505.179993,90.258781,41.720001,116.538185,26.82,47.803135,54.689999,53.066498,364.709991,188.40712,95.441093,399.910004,63.823109,75.872856,106.93,116.224838,22.35,54.637917,395.730011,96.555557,79.400002,5.86752,84.212936,129.690002,72.314598,116.690002,71.419998,93.279999,54.462002,107.834404,45.360001,348.200012,189.020004,133.6241,188.309998,50.427719,190.800003,48.08913,53.272015,125.644875
4/10/19,7611.490234,47.547291,271.579987,27.83,141.300003,290.119995,1206.449951,1202.160034,1847.329956,183.160477,108.142685,187.919998,49.126194,41.068916,194.877762,170.460007,154.25386,177.039993,240.279999,92.300003,1806,285.734436,64.470001,101.898994,62.542194,354.350006,125.550003,200.453598,52.795677,99.402344,72.657684,39.614204,64.269997,235.187332,73.32589,118.879997,55.91,103.43,36.769081,99.497414,46.632465,122.605072,177.820007,30.753565,86.75,62.973972,224.520004,324.859985,83.410004,53.087505,255.758118,585.890015,30.17,118.748291,29.987436,184.931732,27.379999,26.530001,167.460007,130.774292,55.305611,514.340027,91.570396,42.169998,117.427277,26.799999,47.860916,54.970001,52.347363,363.920013,191.23436,95.969215,405.01001,64.177666,76.239288,107.510002,116.101158,21.950001,53.582073,408.230011,97.337502,80.910004,5.887177,85.160774,133.919998,72.661163,117.279999,72.160004,95.330002,55.212002,108.761879,44.970001,350.279999,188.970001,133.23851,190.369995,50.436966,195.100006,48.645733,52.880306,128.237076
4/11/19,7594.890137,46.861797,271.899994,27.790001,137.419998,289.660004,1209.589966,1204.619995,1844.069946,181.478973,107.901443,188.589996,48.717262,41.361088,193.043991,171.880005,155.45578,171.199997,233.830002,88.830002,1818.589966,287.499847,64.57,104.494209,61.059868,355.25,125.809998,200.942566,52.587597,99.744888,72.258377,39.575626,64.889999,231.002747,73.648216,119.300003,55.349998,104.650002,35.404377,100.446159,46.839466,123.029678,177.509995,32.30563,85.540001,61.955563,223.759995,328.519989,81.059998,53.135117,256.251678,584.630005,30.200001,118.334297,29.996536,185.387161,27.24,26.440001,168,131.26683,55.143898,503.730011,91.298355,42.279999,117.564056,25.73,47.832027,54.75,52.470097,367.649994,190.676865,95.499794,407.850006,65.045441,76.436607,106.459999,115.749168,21.67,53.173042,393.480011,96.634735,78.309998,5.946147,85.344543,135.380005,73.036591,117.760002,73,95.269997,53.683998,108.72403,44.299999,350.220001,189.529999,134.256882,185.119995,49.446918,195.869995,48.780094,53.186031,128.70488
4/12/19,7628.149902,46.971077,271.859985,27.85,136.199997,293.079987,1222.72998,1217.869995,1843.060059,180.827164,110.20768,189.550003,48.697666,41.867512,197.833267,171.869995,157.032761,173.089996,234.5,89.93,1833.069946,294.580261,64.980003,104.78801,61.648876,356.049988,130.399994,202.830048,53.240215,100.097252,72.355774,39.826347,65.370003,231.682648,74.878952,117.879997,55.25,104.449997,35.258148,101.694496,46.764194,124.214645,179.100006,32.88588,86.300003,60.993191,225.320007,338.369995,79.400002,53.72551,256.715607,582.849976,30.57,118.834946,30.069273,188.071426,27.92,27.049999,169.880005,132.645996,56.409061,504.519989,92.648834,42.009998,118.169792,24.610001,47.947582,53.02,52.63118,351.140015,189.153748,98.130554,406.320007,65.782578,77.197693,108.480003,116.281914,21.690001,54.171818,382.940002,96.377388,78.050003,5.995289,87.704483,134.940002,73.78746,118.190002,73.709999,94.110001,53.540001,110.503281,44.98,344.829987,189.600006,135.433456,182.779999,49.456173,195.75,49.739761,53.377106,130.98526
4/15/19,7629.120117,45.451077,272.220001,27.33,137.490005,292.549988,1226.530029,1221.099976,1844.869995,180.619339,108.982185,189.960007,48.78582,41.594818,194.926514,172.770004,157.388535,168.669998,232.369995,91.849998,1846.22998,293.994904,65.059998,105.904434,62.296772,357.339996,131.570007,203.641754,53.495583,100.077667,72.384979,40.289223,65.209999,235.876785,74.107307,118.970001,55.419998,106.809998,35.316639,97.719788,47.22525,123.878906,179.649994,32.442436,86.550003,61.133347,225.220001,335.119995,78.150002,53.592197,257.525116,576.809998,29.66,117.69886,30.132919,186.840744,28.290001,27.389999,172.009995,132.370178,56.142708,513.679993,92.882011,41.82,118.267502,25.84,48.419449,54.07,51.881359,348.869995,183.867661,97.044998,408.670013,65.651955,77.395004,108.139999,117.642326,22.01,54.390606,375.5,97.010857,77.639999,5.887177,87.317604,134.679993,73.315773,117.57,73.790001,92.650002,53.276001,108.922768,44.130001,353.940002,189.050003,136.29364,182.490005,50.187145,192.910004,49.768555,53.291122,130.644135
4/16/19,7654.72998,44.765587,271.429993,27.93,136.940002,288.380005,1231.910034,1227.130005,1863.040039,177.643631,110.584015,189.399994,48.790722,42.578449,198.613586,172.669998,155.90773,170.279999,228.720001,88.510002,1841.699951,295.946228,64.699997,105.453949,61.894295,358.049988,130.070007,204.717529,53.864456,99.607857,70.028008,40.472443,65.18,234.928772,74.126839,117.760002,55.209999,106.309998,35.472607,93.705139,46.293732,124.412148,178.869995,32.796249,85.010002,60.301796,222.169998,329.5,76.980003,54.001656,254.672256,561.429993,29.91,119.720695,30.041994,188.594696,27.719999,26.809999,169.330002,133.7789,56.970299,501.959991,94.990318,42.759998,117.993942,23.780001,48.265373,54.200001,50.960861,359.459991,187.361877,98.443527,408.48999,66.650352,76.662117,108.199997,116.453163,22.5,67.013252,367.690002,97.871994,76.699997,5.857691,90.489967,133.520004,72.87294,116.730003,74.099998,90.940002,54.672001,110.134186,44.330002,355.079987,188.800003,134.998413,179.740005,50.742313,195.789993,52.100555,52.412174,131.54071
4/17/19,7680.720215,44.686108,269.450012,27.49,125.910004,273.679993,1240.140015,1236.339966,1864.819946,172.372452,110.391029,187.089996,49.740826,42.744007,198.360001,168.029999,156.590424,170.330002,227.179993,82.349998,1839.790039,297.832428,63.970001,103.015427,61.256207,361.690002,129.529999,205.314087,53.259136,98.071213,70.271484,41.051041,64.800003,235.13942,77.10598,111.379997,53.18,108,35.06319,91.827637,46.002041,123.256798,178.779999,33.084015,85.290001,59.0965,215.529999,318.690002,74.32,55.763313,252.97438,525,29.85,119.114136,29.905607,190.212997,27.559999,26.74,171.229996,133.906952,56.665897,498.380005,96.447662,43.150002,118.970955,23.5,48.371307,54.889999,51.447956,354.73999,186.446014,98.942268,404.269989,66.361092,76.633919,108.809998,120.8293,23.02,75.22226,342.970001,98.90139,70.800003,5.906833,88.188072,128.910004,72.314598,116.040001,72.459999,89.739998,54.245998,109.405441,43.950001,354.329987,186.300003,135.393906,166.970001,51.019897,191.020004,52.254105,52.326191,132.359344
4/18/19,7689.720215,45.01395,270.570007,27.68,126.010002,281.48999,1241.469971,1236.369995,1861.689941,167.649139,110.767365,186.589996,49.919586,42.802437,200.84729,169.199997,156.196213,171.020004,226.389999,83.160004,1844.310059,296.057709,63.369999,103.211288,61.560524,359.369995,119.989998,208.971664,53.344254,97.983139,69.482574,40.916035,65.059998,235.378845,77.135277,114.290001,52.790001,108.669998,35.072945,93.016052,46.481918,122.950684,178.279999,33.532188,85.059998,58.8162,218.490005,319.029999,73.959999,55.696655,254.455078,528.059998,30.01,119.576271,29.969254,188.740051,27.58,26.66,173.309998,132.409576,56.856152,492,95.903595,43.400002,120.53418,22.51,48.236485,55.200001,51.012642,360.350006,185.46048,98.375046,399.459991,66.659683,76.662117,107.360001,120.905403,23.549999,75.992752,333.339996,98.980576,69.18,5.936318,87.046791,128.080002,73.219505,115.980003,73.75,90.739998,54.652,109.320267,44.43,350.880005,186.649994,136.432037,168.160004,50.548,187.830002,53.156193,52.240208,131.51149
4/22/19,7713.490234,45.043755,272.209991,28.18,128.960007,290.630005,1253.76001,1248.839966,1887.310059,166.600555,109.628708,189.039993,50.083645,42.646618,200.457123,172.149994,155.686584,169.369995,228.809998,83.709999,1844.170044,292.694031,64.209999,102.751007,61.521252,358.049988,118.349998,206.125793,53.287506,97.728653,69.618927,40.501369,64.989998,233.09024,76.988762,116.610001,54.130001,108.199997,35.238663,92.396873,46.55719,122.792679,181.440002,33.069866,85.730003,57.807121,221.589996,319.089996,73.660004,56.010891,258.225952,491.059998,29.65,118.488342,29.914698,189.176117,27.290001,26.5,173.020004,133.837997,56.228321,490.769989,94.82515,43.400002,120.915215,23.629999,48.323154,54.970001,51.401943,377.339996,187.620697,96.30172,393.309998,66.370422,76.680901,106.809998,120.287048,24,77.971275,334.029999,96.783218,68.760002,6.014945,85.37355,130,72.584145,116.989998,73.720001,91.919998,52.549999,108.790276,43.529999,347.410004,187.039993,136.085999,168.520004,50.057602,189.369995,52.023777,52.335743,131.014481
4/23/19,7810.709961,46.206108,278.48999,27.969999,132.369995,296.079987,1270.589966,1264.550049,1923.77002,169.812393,110.111183,192.199997,50.806026,42.685577,200.242523,175.279999,158.696243,173.289993,230.210007,86,1887.72998,293.288666,66.699997,103.906609,62.659996,358.630005,118.519997,208.69783,53.618542,98.736771,70.953262,40.491734,65.860001,235.158615,77.18412,118.029999,55.240002,109.300003,35.745548,94.504066,46.801834,124.303528,183.779999,33.748638,87.080002,58.900291,224.449997,322.059998,75.410004,55.972797,262.263367,500.420013,29.780001,118.574997,30.096548,188.749741,27.27,26.49,176.779999,134.25174,56.722969,500,95.369225,42.77,122.556602,24.700001,48.496494,56.23,52.571728,381.890015,189.810776,96.849396,395.660004,66.417076,78.531906,106.900002,120.905403,24.43,82.489563,344.140015,96.862389,70.720001,6.04443,86.311722,133.610001,73.1521,119.889999,73.75,93.290001,52.779999,110.143646,43.84,351.630005,189.289993,137.895309,175.369995,49.243359,195.199997,52.254105,52.717896,133.655411
4/24/19,7784.410156,46.444542,275.450012,28.459999,130.089996,297.079987,1260.050049,1256,1901.75,168.433212,113.179756,192.910004,50.727665,43.299126,200.359589,176.309998,157.215454,169.300003,224.399994,85.489998,1867.280029,292.071442,67.650002,104.180832,62.974133,360.5,118.190002,211.044968,53.798248,98.325691,70.777954,40.35672,66.529999,237.437607,77.477142,118.82,55.84,110.209999,37.548908,94.024712,47.112335,122.930931,182.580002,33.867306,86.529999,58.676048,224.580002,314.519989,73.519997,55.915665,260.64444,508.140015,29.66,120.962662,29.787401,189.389313,27.25,26.4,178.270004,133.463638,57.255672,486.01001,96.029892,43.029999,122.13649,25.76,48.515755,56.82,52.579399,374.230011,190.308533,97.925179,396.709991,66.697006,78.437958,107.220001,120.74369,23.940001,82.594185,340.459991,97.555252,69.300003,5.611983,86.950073,133.289993,73.537163,119.870003,73.330002,93.599998,51.731998,112.083794,42.939999,355.839996,189.360001,137.925003,172.580002,49.474686,195.369995,51.764668,52.937634,136.159943
4/25/19,7816.919922,47.100231,277.660004,27.66,135.679993,296.73999,1267.339966,1263.449951,1902.25,170.492538,110.989296,191.929993,50.2673,43.289383,201.139923,175.320007,157.561615,167.929993,229.889999,85.309998,1866.26001,289.739227,67.489998,103.074181,63.415878,366.76001,119.150002,210.066986,53.278049,97.40567,71.031189,41.39819,65.760002,235.17775,76.715263,118.120003,57.009998,110.760002,37.149246,92.85627,47.413437,123.651794,193.259995,33.68219,86.300003,59.928055,227.669998,319.200012,73.940002,54.858681,260.446991,517.780029,29.23,120.741241,29.569181,198.730865,26.65,25.790001,177.289993,133.660675,56.761021,487.570007,94.708572,42.75,126.181313,25.74,48.159439,57.900002,53.306213,368.329987,186.067734,95.529129,380,65.465324,78.203056,110.220001,119.992142,23.07,80.920044,349.98999,97.020752,71.089996,5.63164,85.625031,135.759995,74.230278,119.699997,72.709999,92.900002,49.526001,110.891296,42.5,353.700012,189.179993,137.223007,174.610001,48.743713,198.820007,50.814594,53.491753,112.90789
4/26/19,7826.680176,47.835396,281.959991,27.879999,134.570007,317.980011,1277.420044,1272.180054,1950.630005,171.42778,110.429626,194.660004,50.027325,43.493904,204.471451,176.990005,157.407761,166.119995,230.529999,85.089996,1868,288.429047,68.220001,103.11335,63.887089,370.149994,119.650002,212.003372,52.852432,98.834656,71.459717,41.542839,66.860001,233.473297,77.330635,124.169998,57.259998,109.940002,37.392941,94.344284,47.488716,126.159973,191.490005,33.83408,85.370003,60.871738,232.470001,314.040009,75.029999,49.92606,250.31897,519.109985,29.129999,121.107079,30.060179,200.000305,26.9,26.040001,177.089996,134.419205,56.62785,489.519989,95.612129,42.099998,126.904312,26.26,48.429085,59.650002,53.835487,374.850006,177.28746,96.820068,379.959991,66.2118,78.729233,110.559998,120.248993,21.92,82.41346,343.660004,97.545357,68.599998,5.680782,84.164558,137.699997,74.557579,120.120003,72.919998,96.25,47.028,110.929161,43.279999,357.940002,199.860001,138.290817,172.850006,48.901005,204.410004,48.866463,53.424877,115.899658
4/29/19,7839.040039,48.083763,286.140015,27.690001,135.289993,317.5,1296.199951,1287.579956,1938.430054,171.144363,109.889244,193.589996,50.103237,43.084869,203.691864,176.679993,156.725052,165.850006,229.380005,85.730003,1876.319946,290.575439,68.18,102.702042,64.672417,370.970001,120.790001,212.09137,53.088882,98.678047,70.514992,41.899635,67.080002,233.913773,77.525986,124.43,57.66,110.980003,37.285721,94.603943,47.12175,128.352173,194.779999,33.430611,85.050003,60.656837,230.679993,312.040009,74.379997,48.669106,244.544189,510.339996,29.865,121.357414,30.251123,199.738663,27.030001,26.16,177.5,133.946365,56.542233,494.160004,95.913307,42.110001,126.787064,25.139999,48.660206,58.689999,54.395462,371.829987,178.521896,95.744278,375,66.547714,78.560104,112.440002,120.524879,22.280001,82.993698,344.149994,97.268211,68.550003,5.769237,83.951805,138.880005,74.03775,119.860001,73.599998,97.150002,48.293999,110.446495,44.009998,350.899994,197.470001,138.785172,172.520004,49.557953,204.509995,48.434612,52.975853,114.096809
4/30/19,7781.459961,47.895,289.25,27.629999,136.130005,324.679993,1198.959961,1188.47998,1926.52002,169.396759,112.16655,195.800003,49.138439,42.919308,206.070145,178.210007,158.071243,166.229996,229.240005,85.529999,1854.98999,295.853271,69.379997,103.416954,65.231972,371.190002,120.760002,212.355423,52.918636,98.815071,71.060394,41.976784,67.32,235.110718,77.77993,121.07,56.669998,111.279999,37.773109,94.524048,47.940357,128.213943,193.399994,33.487576,87.239998,60.768959,232,312,76.800003,48.60244,247.83139,510.630005,30.27,122.734154,30.223846,201.008087,27.01,26.15,176.350006,134.389664,57.074932,484.140015,97.050041,42.060001,127.598007,26.030001,48.968361,59.599998,54.564213,370.540009,180.184357,103.294289,378.570007,66.87429,79.217834,112.769997,121.818703,22.23,81.928337,343.140015,96.664444,67.779999,5.710267,85.286507,138.039993,74.778992,121.080002,72.989998,96.830002,47.737999,111.515938,44.049999,348.980011,197.449997,139.546494,168.979996,49.567207,205.630005,49.058395,53.978996,117.078827
5/1/19,7751.850098,48.242718,283.350006,26.809999,134.139999,321.339996,1173.319946,1168.079956,1911.52002,166.392731,110.680511,192.509995,51.550426,42.24733,203.672119,173.970001,151.426849,165.419998,229.5,84.18,1829.52002,296.317871,68.540001,105.140556,65.477386,371.040009,118.650002,211.299225,52.568684,98.638901,70.300697,41.870705,66.010002,231.337921,77.29155,118.620003,55.82,109.650002,36.847057,94.733765,47.319344,127.196815,193.029999,32.880001,85.93,60.610123,234.059998,310.119995,78.910004,48.335815,240.714096,497.049988,30.200001,121.270752,29.996536,197.645523,26.549999,25.809999,175.669998,136.79335,56.960785,484.730011,96.146484,41.900002,124.940514,26.4,49.729126,57.939999,54.7253,378.809998,179.656754,102.678162,373.549988,66.109161,77.019157,110.940002,121.048111,23.299999,82.156639,340.790009,94.902573,67,5.779065,85.576683,134.809998,74.624962,120.089996,73.580002,99.050003,46.801998,110.058456,43.540001,334.940002,194.440002,138.300705,172.600006,49.668991,201.179993,48.751301,53.405769,113.668007
5/2/19,7724.060059,49.226246,279.640015,28.290001,133.130005,325.880005,1166.51001,1162.609985,1900.819946,166.732819,112.861313,191.380005,51.214951,42.558971,203.21817,173.360001,152.330719,166.240005,230.520004,83.349998,1808,293.455994,69.449997,105.493118,66.763374,370.410004,118.589996,214.937256,51.96336,97.141411,64.875725,41.128181,66.739998,232.39122,77.076675,120.370003,54.889999,109.449997,36.642357,94.274384,46.792419,126.624084,192.529999,33.155312,85.459999,61.01189,242.339996,312.690002,80.940002,48.135849,242.787079,502.109985,29.99,123.398476,29.260027,200.436386,26.209999,25.58,176.550003,134.852661,57.445923,482.350006,97.273506,42.560001,123.308899,28.34,49.57505,57.990002,53.772213,379.059998,182.364487,104.252708,381.029999,65.493324,77.780235,109.699997,120.658066,23.129999,82.889061,335.410004,95.377686,66.919998,5.670954,87.810875,134.470001,74.576843,120.699997,73.610001,99.68,48.82,111.165771,43.290001,343.679993,194.979996,138.765396,169.539993,49.770763,198.649994,47.753242,53.424877,115.87043
