,NDX,ATVI,ADBE,AMD,ALXN,ALGN,GOOGL,GOOG,AMZN,AMGN,ADI,ANSS,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CDW,CERN,CHTR,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,CPRT,COST,CSX,DXCM,DOCU,DLTR,EBAY,EA,EXC,EXPE,FB,FAST,FISV,GILD,IDXX,ILMN,INCY,INTC,INTU,ISRG,JD,KLAC,KHC,LRCX,LBTYA,LBTYK,LULU,MAR,MXIM,MELI,MCHP,MU,MSFT,MRNA,MDLZ,MNST,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PYPL,PEP,PDD,QCOM,REGN,ROST,SGEN,SIRI,SWKS,SPLK,SBUX,SNPS,TMUS,TTWO,TSLA,TXN,TCOM,ULTA,VRSN,VRSK,VRTX,WBA,WDAY,WDC,XEL,XLNX
1/2/19,6360.870117,46.35038,224.570007,18.83,98.050003,202.119995,1054.680054,1045.849976,1539.130005,179.889648,82.48642,143.009995,38.505024,32.439888,152.457047,128.960007,124.489594,162.25,304.690002,84.959999,1721.699951,233.472717,43.23,77.292572,50.919216,287.98999,103.5,163.799438,40.057236,99.700653,61.279446,32.970955,47.68,195.542664,60.311108,115.18,40.82,91.199997,28.017921,80.263054,41.154854,110.296707,135.679993,24.078911,72.209999,58.706078,182.460007,294.519989,63.560001,44.549191,191.181107,466.029999,21.27,86.917099,38.927685,133.200256,21.360001,20.700001,123.349998,105.518723,47.961525,298.01001,69.042465,32.75,98.375481,15.33,38.212677,48.759998,43.965923,267.660004,135.466537,73.180298,341.149994,53.72641,60.658604,85.75,103.125862,22.209999,53.972286,372.440002,82.688972,57.490002,5.786908,65.426933,103.32,61.596466,84.050003,65.260002,104.010002,62.023998,88.709663,27.59,247.970001,147.759995,107.214745,164.080002,62.573547,159.740005,36.312473,45.739101,84.360565
1/3/19,6147.129883,44.704514,215.699997,17.049999,100.209999,184.779999,1025.469971,1016.059998,1500.280029,177.152435,77.50383,137.639999,34.66964,30.560156,144.048981,121.849998,120.730247,154.710007,307,84.199997,1663.119995,212.705109,41.529999,75.300957,49.77066,287.5,102.349998,161.178482,38.600437,98.266739,59.34655,33.229969,46.889999,191.398041,59.366772,112.260002,38.830002,90.760002,27.503208,78.605255,41.201546,106.88871,131.740005,23.395092,70.110001,60.381016,178.020004,284.23999,68.059998,42.098412,185.331711,450.23999,20.35,82.041107,38.900742,126.776184,21.389999,20.57,124.360001,99.902061,45.235149,296.589996,64.175125,31,94.756454,15.5,38.068985,48,42.274185,271.200012,127.282051,70.195755,346.130005,52.482143,59.63319,82.089996,102.163307,21.52,52.373806,372.079987,81.998093,56.369999,5.826141,58.456806,100.809998,58.924603,81.110001,65.019997,99.150002,60.071999,83.47818,26.959999,243.360001,142.589996,103.938583,163.729996,61.920597,154.020004,33.835327,45.558868,81.184296
1/4/19,6422.669922,46.488358,226.190002,19,106,186.710007,1078.069946,1070.709961,1575.390015,183.208115,79.385506,143.660004,36.149662,32.653057,150.281891,128.279999,125.54187,160.949997,318.329987,87.099998,1717.550049,214.795639,43.259998,76.033157,51.272621,302.73999,105.349998,168.757721,40.339195,100.120094,61.871937,34.352345,48.560001,196.956039,61.128887,116.239998,40.900002,92.889999,28.134462,84.307655,41.668476,111.390015,137.949997,24.355249,73.220001,63.15715,187.429993,302.690002,72.269997,44.68166,192.685211,471.679993,22.27,87.28997,39.960609,132.969086,22.77,21.98,128.550003,105.862404,47.225689,315.329987,66.778145,32.700001,99.163513,16.959999,39.12273,49.790001,43.967842,297.570007,135.436707,73.589943,341.820007,54.81282,61.711998,86.269997,104.258286,22.690001,53.220055,397.549988,84.228653,59.540001,6.051732,61.258331,108.040001,60.878227,83.900002,67.489998,101.699997,63.537998,87.253868,28.549999,255.029999,148.970001,108.527161,172.699997,63.98061,163.350006,35.268467,46.004688,84.943359
1/7/19,6488.25,47.799141,229.259995,20.57,107.940002,189.919998,1075.920044,1068.390015,1629.51001,185.673523,79.88472,147.320007,36.069202,33.234413,153.715317,132.720001,124.862686,162.600006,322.399994,90.190002,1711.819946,219.170212,43.419998,75.730515,50.978119,301.470001,104.870003,169.041351,40.611755,100.520035,61.774811,33.987812,48.830002,197.681808,60.797886,129.949997,41.689999,97.959999,28.620035,87.473434,41.743179,112.837914,138.050003,24.533228,73.07,63.444023,186.889999,307.890015,74.209999,44.889828,195.624649,478.440002,22.76,88.532875,40.715088,134.153717,21.68,21.040001,134.100006,106.058792,47.716251,328.940002,68.732819,34,99.28997,16.27,39.390961,49.73,45.831806,315.339996,142.606812,74.136139,339.690002,54.747826,61.385735,86.93,103.361786,23.209999,53.069607,396.630005,87.771904,62.919998,6.100773,62.086281,112.900002,60.878227,85.760002,68.440002,104.410004,66.991997,88.75663,29.18,271,151.399994,108.635696,175.850006,64.348488,163.5,36.521275,45.8055,87.187141
1/8/19,6551.850098,49.247898,232.679993,20.75,108.610001,192.949997,1085.369995,1076.280029,1656.579956,188.05455,81.833595,148.050003,36.756794,31.887592,152.583847,133.869995,125.599243,163.399994,324.440002,92.300003,1686.920044,217.411194,43.669998,78.36647,52.156128,300.709991,107.57,170.870132,40.940712,101.300392,62.474144,34.26601,49.630001,199.162079,61.674068,131.520004,42.080002,98.599998,29.134752,88.901535,42.387539,115.211693,142.529999,25.170212,73.550003,63.00909,189.289993,293.75,74.900002,45.173706,200.313965,482.98999,22.950001,87.127426,40.751015,131.880753,20.76,20.280001,135.860001,107.777176,46.999271,328.48999,70.600403,33.740002,100.009888,16.950001,40.310589,52.830002,46.390606,320.269989,139.05658,74.555534,336.070007,55.277096,61.851833,88.699997,104.352654,24,52.608871,397.26001,90.347916,67.230003,6.228281,62.760193,115.089996,60.926102,86.099998,67.769997,107.919998,67.07,88.643913,29.48,276,156.919998,109.60276,178.190002,65.636009,166.949997,36.170105,46.336685,85.526176
1/9/19,6600.689941,50.09547,235.429993,20.190001,109.959999,200.320007,1081.650024,1074.660034,1659.420044,187.829559,83.907272,150.639999,37.380985,33.234413,158.914276,136.770004,125.71402,166.639999,326.630005,90.860001,1649.48999,226.814194,43.849998,79.40136,52.450626,297.640015,107.5,172.366425,40.715141,102.246567,62.415863,34.592171,50.299999,200.451279,62.287403,138.75,42.669998,97.169998,29.416391,88.791687,42.042015,112.897018,144.229996,25.240467,73.32,62.870293,192.220001,305.23999,73.699997,45.429184,199.693222,517.109985,23.690001,89.374222,40.535454,138.690048,20.91,20.34,136,107.227295,48.272842,339.959991,73.396919,35.439999,101.439995,16.33,40.166897,53.330002,49.458317,319.959991,141.791367,77.969261,343.540009,54.441402,61.814541,89.550003,101.436668,25.540001,53.229458,399.579987,89.163544,69.379997,5.94384,65.167,115.910004,61.175098,86.959999,67.720001,107.459999,67.706001,90.390877,30.18,281.190002,155.639999,110.017197,182.300003,66.426926,166.179993,37.764587,45.966747,86.293533
1/10/19,6620.939941,50.607952,237.770004,19.74,110.93,202.639999,1078.829956,1070.329956,1656.219971,189.99498,85.068916,152.600006,37.500465,33.680115,158.611908,136.710007,126.708885,168.350006,331.190002,93.940002,1677.329956,229.798111,44.32,79.99688,53.078892,292.670013,107.82,173.569305,40.639957,103.251274,62.950077,34.361931,50.599998,201.157959,62.97863,141.899994,44.029999,96.410004,29.688314,90.888893,42.761086,112.48333,144.199997,25.516806,74.379997,62.962814,192.720001,309.769989,75.120003,45.949623,203.043442,518.070007,23.4,89.594124,40.9576,139.239029,20.559999,19.790001,131.610001,108.061951,48.791702,339.589996,74.142036,35.91,100.788193,16.48,40.559662,53.259998,48.828697,324.660004,144.426727,78.057037,343.440002,54.933537,62.83997,90.699997,102.059494,26.379999,53.408112,408.059998,89.54847,71,5.953649,66.033455,116.699997,61.471973,87.82,67.959999,110,68.994003,91.78093,30.08,277.029999,157.759995,111.152016,186.029999,66.656837,167.960007,37.783577,46.735081,87.779686
1/11/19,6601.399902,45.867462,237.550003,20.27,111.129997,198.25,1064.469971,1057.189941,1640.560059,188.007675,86.460968,154.75,37.13229,33.699493,158.036407,136.740005,125.934036,166.110001,333.209991,94.459999,1665.890015,230.765137,44.450001,78.678886,52.89238,294.540009,105.389999,173.872482,40.87492,103.534172,63.056911,34.179672,50.66,201.033813,63.494602,141.100006,43.48,97.279999,29.532927,90.5793,42.761086,112.503029,143.800003,25.685419,74.099998,63.073864,192.910004,307.070007,74.650002,46.299736,203.132126,505.320007,22.879999,89.90007,40.966583,138.796005,20.91,20.34,132.160004,107.443321,49.867161,344.950012,74.635521,36.009998,100.009888,17,40.454285,54.369999,46.583893,337.589996,148.006775,77.520592,338.730011,55.193535,62.728104,90.650002,102.068939,26.16,54.066315,408.630005,90.022217,71.410004,5.953649,67.410172,117.169998,61.031448,87.709999,69,109.029999,69.452003,92.598045,29.82,284.109985,157.929993,110.53035,188.160004,65.948692,167.460007,37.992371,46.754047,88.313904
1/14/19,6541.040039,46.606625,234.559998,20.23,107.580002,193.940002,1051.51001,1044.689941,1617.209961,184.464264,84.003288,153.600006,36.573921,32.808079,154.7883,134.75,125.216606,163.029999,330.420013,93.150002,1692.880005,231.041397,44.380001,77.360901,53.049446,291.559998,104.300003,172.767395,40.611755,103.397606,62.775246,34.313976,49.919998,199.591812,63.543274,142.740005,43.220001,97.230003,29.338697,88.462128,42.060699,113.478157,145.389999,25.324774,73.879997,62.231766,189.789993,299.190002,73.540001,45.750908,202.146744,502.709991,22.040001,88.370338,41.541428,135.251678,21.4,20.879999,139.729996,106.17662,48.225666,339.769989,71.839005,34.669998,99.280251,16.74,40.693768,54.150002,45.944721,332.940002,149.607864,76.672035,341.149994,55.685673,62.672176,90.43,101.276245,24.370001,53.87825,400.730011,89.44976,70.339996,5.835949,65.802406,114.32,60.686695,87.410004,67.910004,104.980003,66.879997,90.47541,29.65,274.899994,157,109.711296,183.910004,64.973862,163.330002,36.122654,46.412563,87.964211
1/15/19,6669.640137,46.163128,242.360001,20.379999,111.730003,195.050003,1086.51001,1077.150024,1674.560059,186.901535,84.108887,156.160004,37.322472,32.7015,155.315002,135.880005,126.584526,167.929993,337.540009,94.93,1698.310059,236.217194,45.27,78.581268,53.451931,294,105.900002,173.627991,41.373055,104.782738,64.096214,34.371529,49.360001,201.530411,63.387512,147.050003,44.990002,95.949997,29.785431,89.370911,42.761086,114.975296,148.949997,25.568329,75.040001,63.407005,196.009995,305.480011,78.760002,45.987473,206.738541,515.460022,22.25,88.456375,42.134235,134.837524,21.92,21.41,141.130005,108.189598,48.763397,350.100006,72.584099,33.990002,102.15992,16.59,41.134434,54.759998,47.272839,354.640015,149.041031,76.145355,344.149994,55.31424,63.520489,91.599998,102.852196,24.41,52.402012,405.019989,89.666901,72.010002,5.865374,65.898689,117.879997,61.366634,88.470001,67.139999,106.489998,68.886002,91.696388,30.530001,278.48999,160.449997,111.132286,186.679993,66.02227,164.470001,35.761997,47.32317,88.595589
1/16/19,6668.560059,46.448936,241.949997,19.73,111.699997,206.789993,1089.51001,1080.969971,1683.780029,186.4422,83.523254,157.130005,37.778423,32.594913,153.412949,135.300003,126.995857,169.75,332.029999,95.709999,1680.569946,231.805786,45.369999,78.620308,52.65678,293.809998,104.43,174.341919,41.316658,104.421822,63.901962,34.438679,49.32,200.718689,63.650368,147.050003,43.060001,93.860001,29.416391,89.800339,42.77042,114.256271,147.539993,25.348196,72.57,62.592667,197.240005,305.630005,76.559998,45.542744,206.915909,515.929993,22.33,86.964912,42.071362,133.633636,22.27,21.620001,142.240005,107.30584,49.11245,344.920013,72.65184,33.580002,102.519859,16.26,40.875778,53.810001,48.650723,351.390015,148.016754,76.408699,344,55.769238,63.837429,90.550003,102.2388,25.139999,51.969479,404.540009,89.074715,71.669998,5.904607,66.235641,116.790001,61.069752,88.949997,66.690002,105.93,69.209999,91.264336,31.09,282.01001,161.630005,111.487534,186.149994,66.215401,165.339996,35.904362,47.664654,87.896225
1/17/19,6718.450195,46.695324,244.399994,20.25,114.620003,212.669998,1099.119995,1089.900024,1693.219971,189.282547,85.260933,158.309998,38.002739,33.466961,153.66655,136.5,127.168045,168.110001,338.339996,97.510002,1724.51001,235.14888,45.740002,78.844872,52.421173,294.410004,105.949997,176.923737,41.551624,104.441338,64.640152,34.448277,49.740002,201.94104,63.368031,149.5,44.900002,94.57,29.503794,89.191147,42.975872,114.955597,148.300003,26.856344,74.5,63.527302,196.899994,310.049988,78.669998,45.864464,208.630447,534.280029,22.139999,88.838821,42.286926,136.532639,21.959999,21.42,145.139999,106.510483,49.725651,342.230011,73.687233,33.880001,103.239784,16.309999,41.230221,54.27,48.260319,353.190002,150.880829,77.188972,348.220001,56.957794,64.089127,90.400002,103.069237,24.540001,51.499332,417.380005,89.617554,71.220001,5.934032,66.457069,118.550003,61.558155,89.139999,66.25,105.370003,69.461998,91.611862,31.610001,283.899994,163.419998,111.665146,190.520004,66.2062,166.580002,34.61359,48.082012,89.596077
1/18/19,6784.609863,47.946972,247.509995,20.77,117.050003,220.089996,1107.300049,1098.26001,1696.199951,191.119888,87.709023,161.710007,38.236813,34.600609,158.699692,141.729996,129.310776,171.360001,337.420013,97.690002,1760.26001,240.204971,46.619999,79.752815,53.069077,291.399994,106.839996,180.835602,42.322323,106.070328,65.873695,34.736057,50.060001,203.975159,65.577988,149.520004,47,94.660004,30.105913,92.396873,43.031898,116.698997,150.039993,27.797768,77.82,64.017761,200.869995,312.75,78.419998,46.545753,210.73909,542.549988,23.26,91.525414,42.691113,142.109146,22.16,21.57,152.070007,107.080002,50.574688,350.660004,75.129036,35.759998,104.786636,16.690001,41.536774,55.580002,48.356007,339.100006,156.061981,78.798302,351.5,58.480633,65.161156,91.120003,103.871368,24.99,51.969479,418.839996,91.798775,73.610001,5.934032,67.458305,120.720001,61.960377,91.489998,66.959999,108.260002,60.452,93.377602,32.400002,291.5,164.440002,114.171585,194.699997,66.61084,172.080002,37.204628,48.091503,90.839371
1/22/19,6646.810059,46.379948,243.850006,19.76,114.290001,216.160004,1078.630005,1070.52002,1632.170044,189.338806,85.568138,161.029999,37.378555,33.370064,155.578384,139.059998,127.388046,160.389999,338.959991,95.660004,1708.97998,237.874924,45.779999,78.425049,52.008873,284.970001,106.660004,178.732971,42.087353,105.592361,64.882973,33.546535,49.639999,202.83873,64.088463,150.820007,45.849998,95.730003,31.951115,91.188492,43.190655,113.911537,147.570007,27.680674,78.190002,63.434772,201.309998,303.619995,77.330002,45.67522,209.231506,536.780029,21.68,89.116089,42.46656,134.731583,22.389999,21.85,149.470001,105.32235,48.952076,330.859985,72.748596,33.869999,102.811722,15.56,41.316444,55.48,46.903488,325.160004,147.947128,77.140205,345.450012,57.617073,64.695068,89.940002,103.720383,25.17,51.048,404.75,90.436737,70.75,5.737866,66.331909,118.980003,62.621162,89.790001,66.830002,107.330002,59.784,90.74778,30.959999,288.850006,163.070007,114.763672,193.880005,65.838318,170.770004,35.648106,48.044079,87.857361
1/23/19,6658.759766,45.354977,245.139999,19.799999,117,217.220001,1084.410034,1075.569946,1640.02002,188.945084,85.308937,158.630005,37.529724,33.244102,158.133942,137.490005,128.583786,163.259995,337.220001,93.580002,1744.310059,237.165771,45.48,79.459923,53.088715,284.529999,107.400002,178.126633,42.726456,105.992294,65.135506,35.388386,49.27,202.542694,63.358303,146.539993,45.400002,94.440002,31.669477,89.011391,43.769646,114.8965,144.300003,27.587006,80.589996,63.15715,201.639999,302.290009,75.199997,45.362953,209.13298,529.950012,21.969999,87.815819,42.268967,134.192245,22.27,21.639999,149.850006,106.137352,49.084152,328.880005,71.955109,34.240002,103.813774,14.79,41.680462,55.18,47.135052,321.98999,148.464218,76.954895,347.899994,57.217793,65.105225,90.5,104.494194,26.67,48.678486,401.209991,90.318298,70.529999,5.728058,65.725395,119.440002,63.617123,89.980003,67.800003,99.809998,57.518002,89.68644,30.290001,288.200012,163.089996,115.266937,189.889999,65.948692,171.660004,35.705048,48.499382,86.983177
1/24/19,6702.549805,46.58691,242.559998,20.85,117.910004,220.669998,1084,1073.900024,1654.930054,188.391998,90.963547,158.100006,37.232254,36.645058,164.747253,136.050003,128.899445,162.699997,332.869995,92.68,1795.670044,242.719177,45.939999,79.23539,53.461746,287.579987,107.349998,178.498276,42.867447,99.359253,66.1651,34.764847,49.509998,200.842819,63.329098,144.080002,46.709999,94.559998,31.708324,91.358269,43.853687,115.654922,145.830002,27.544851,82.790001,62.796253,206.160004,301.059998,77.010002,47.085117,209.054153,536.119995,22.1,93.972961,41.801899,155.255783,22.719999,22.02,148.429993,106.284637,51.452038,339.149994,75.903175,36.59,103.317596,14.64,41.220642,55.360001,46.002129,326.670013,156.966934,82.172997,339.940002,57.375645,64.900154,92.199997,103.333488,28.74,47.775818,407.929993,90.012344,71.040001,5.639783,67.4198,119.949997,61.998676,91.419998,68.660004,101.489998,58.301998,95.885323,31.690001,287.98999,163.479996,114.615662,186.580002,65.590019,171.199997,38.096779,48.745998,103.019936
1/25/19,6787.370117,47.109253,244.949997,21.93,121.440002,227.220001,1101.51001,1090.98999,1670.569946,186.329697,93.766853,161.649994,38.466007,37.972492,172.316452,142.080002,130.487381,167.100006,336.769989,95.440002,1802.199951,246.762192,46.59,80.016411,53.893677,291.410004,107.989998,180.904053,43.356178,100.129852,68.010559,34.323563,50.080002,199.65863,64.448669,145.009995,48.57,96.919998,32.747459,91.61792,43.358749,115.349586,149.009995,27.882076,85.07,63.758644,208.850006,293.880005,79.949997,44.511337,211.162811,515.039978,23.629999,96.936798,41.99052,159.387619,23.15,22.35,151.889999,107.865555,53.084091,342.880005,78.022331,38.959999,104.261292,14.91,40.923679,55.849998,46.42506,338.049988,159.26416,83.138596,337.440002,58.211349,65.617935,94.279999,103.191925,29.5,48.236553,418.290009,91.305298,72.739998,5.708442,69.768837,122.059998,64.249168,93.550003,68.480003,103.699997,59.408001,98.064331,32.310001,290.720001,165.960007,115.691254,189.5,66.114243,175.580002,40.963051,47.939735,107.206406
1/28/19,6697.089844,46.064571,241.850006,20.18,119.209999,221.490005,1079.859985,1070.079956,1637.890015,179.936539,93.45005,160.699997,38.110027,37.497719,169.868164,140.770004,129.616898,167.5,330.01001,93.190002,1813.599976,246.467468,46.459999,80.123802,53.94276,290.859985,109.639999,178.957901,42.999027,99.476303,66.971268,33.930252,49.84,201.282104,63.874283,141.360001,48.82,95.620003,33.038807,90.349609,43.097275,115.280647,147.470001,27.816505,85.209999,62.842533,205.699997,287.679993,80.660004,44.199078,207.960388,496.730011,23.719999,97.214066,42.125248,159.936584,23.43,22.620001,149.699997,108.533257,52.452023,355,77.654633,38.080002,102.22802,14.45,41.306862,55.560001,46.172447,335.660004,137.246658,83.548248,335.670013,56.92065,65.254379,92.300003,102.691772,29,47.615967,413.950012,90.347916,72.25,5.639783,69.980659,119.550003,64.067215,91.650002,67.620003,102.389999,59.276001,96.439476,31.889999,290.279999,166.160004,114.694595,188.089996,65.829147,172.5,41.760292,47.854362,106.225349
1/29/19,6632.790039,45.069168,238.270004,19.25,119.610001,222.029999,1070.060059,1060.619995,1593.880005,180.086533,93.133247,158.860001,37.715031,37.013248,170.316864,140.160004,128.182022,165.270004,334.480011,94.18,1808.800049,245.270233,46.299999,79.977364,53.501011,289.779999,110.760002,179.065491,43.1964,98.705696,66.689613,34.611355,49.580002,200.842819,63.689308,140.050003,48.299999,96.199997,32.71833,87.123901,43.143967,115.320045,144.190002,28.088158,83.629997,64.397156,204.289993,285.26001,79.290001,44.038212,205.280212,494.25,23.52,96.554367,42.107288,158.906052,23.530001,22.700001,148.949997,109.112617,51.867123,351.230011,76.919212,37.389999,100.146103,14.63,41.603825,55.48,45.565796,328.899994,130.872116,83.626251,339.23999,60.207745,65.002686,91.120003,102.861626,30.190001,46.450016,417.149994,90.278831,73.199997,5.629973,68.873497,118.209999,64.201309,90.339996,67.779999,100.809998,59.492001,95.190292,31.690001,288.820007,164.410004,114.694595,186.380005,65.755562,166.690002,40.384102,48.034588,106.254494
1/30/19,6807.910156,45.640789,242.669998,23.09,121.32,232.830002,1097.98999,1089.060059,1670.430054,173.290268,95.053307,162.990005,40.292267,38.369755,172.833435,146,133.357117,169.339996,327.859985,96.970001,1818.699951,249.414551,47.48,81.012222,53.491192,289.910004,110.93,182.507904,43.901299,99.066605,67.796875,33.987812,50.139999,201.835983,64.546036,143.610001,49.369999,96.040001,33.09708,89.111259,43.564198,117.624855,150.419998,28.394796,84.660004,64.619255,207.679993,272.570007,79.980003,44.984459,210.965759,508.480011,24.639999,101.325218,41.99052,164.626999,23.77,22.959999,148.610001,111.587082,51.376564,362.019989,77.886864,38.240002,103.492729,15.13,41.96785,56.220001,46.513092,340.660004,136.630081,85.557449,345.679993,60.12418,66.317093,92.419998,104.579132,28.82,47.174026,419.910004,91.088158,75.129997,5.806524,71.16481,122.779999,65.26429,92.43,68.32,102.599998,61.754002,96.66671,32.43,288.600006,168.25,115.947823,187.050003,65.856728,172.619995,41.598949,48.300182,109.644455
1/31/19,6906.839844,46.55735,247.820007,24.41,122.959999,248.949997,1125.890015,1116.369995,1718.72998,175.39946,94.909302,164.350006,40.582428,37.865917,170.726517,147.199997,133.768463,172.630005,333.779999,98.169998,1832.810059,247.047714,48.029999,81.295334,53.903496,331.049988,111.919998,183.378311,44.446426,100.022552,67.680321,35.081406,50.630001,204.968353,63.961906,141.029999,49.450001,96.830002,32.679478,92.117249,44.600769,117.457413,166.690002,28.522169,82.93,64.78582,212.779999,279.790009,80.589996,44.587032,212.660568,523.640015,24.85,101.88929,43.167152,163.326767,24.4,23.559999,147.809998,112.461006,51.197323,364,77.770744,38.220001,101.595657,16.6,44.314823,57.240002,48.212479,339.5,142.95488,84.884453,344.660004,60.839172,66.523811,88.760002,106.324951,29.209999,46.562851,429.269989,90.920372,76.43,5.71825,70.317604,124.839996,65.254715,93.349998,69.620003,105.550003,61.403999,95.28495,33.299999,291.920013,169.270004,115.859009,190.910004,66.454506,181.529999,42.699902,49.666096,108.7314
2/1/19,6875.52002,45.345116,247.380005,24.51,126.279999,244,1118.619995,1110.75,1626.22998,175.361969,96.522163,167.550003,40.601936,38.088764,174.023438,149.070007,135.471176,171.270004,330.910004,98.620003,1836.959961,245.721542,48.68,81.56871,53.854416,340.950012,112.57,184.454071,44.493416,101.241852,68.127113,35.292458,50.919998,200.804642,64.448669,141.779999,49.959999,96.690002,33.320442,91.09861,44.32061,120.136536,165.710007,28.564629,82.919998,64.82283,205.380005,282.859985,82.919998,46.110485,211.310623,524.650024,24.629999,102.262161,42.897697,166.399185,24.74,23.9,146.119995,112.500282,51.518078,364.660004,79.222237,39.599998,99.99044,16.219999,43.653843,57.950001,47.802944,339.850006,143.929459,86.220695,346.75,60.319168,67.538574,90.010002,105.871986,28.959999,46.647476,430.149994,90.535446,77.029999,5.865374,71.203316,127.300003,65.22599,94.790001,69.629997,104.949997,62.442001,96.52475,33.529999,291.359985,170.520004,117.201042,191.520004,66.105034,186.059998,44.60759,49.457417,108.80909
2/4/19,6959.959961,46.103992,254.740005,24.129999,123.75,244.539993,1141.420044,1132.800049,1633.310059,174.527664,95.715744,169.050003,41.755226,37.691505,175.145157,151.589996,137.393906,173.940002,334.070007,98.400002,1860.98999,250.611832,49.689999,82.193512,54.57103,337,114.279999,186.165497,44.502811,102.324608,69.244118,35.273266,51.529999,201.67363,65.636398,144.490005,51.040001,98.540001,34.039101,88.312325,44.208557,121.68293,169.25,28.975054,84.089996,64.82283,203.160004,281.040009,81.599998,46.574154,217.676041,522.429993,24.290001,102.329079,42.87075,166.77478,25.85,24.879999,146.639999,113.560776,51.933159,368.079987,79.909264,39.470001,102.870094,16.27,44.171135,58.18,48.155071,351.339996,148.354843,86.51329,356.170013,60.588459,68.092949,91.660004,106.721306,29.93,46.722694,425.399994,91.137497,76.449997,5.924224,72.079399,128.830002,64.71843,97.559998,69.410004,106.300003,62.577999,96.34494,33.66,289.040009,173.289993,117.773376,187.979996,65.718781,186.779999,45.414318,49.685062,107.041267
2/5/19,7023.52002,47.148674,254.820007,23.309999,122.870003,243.509995,1151.869995,1145.98999,1658.810059,176.524368,96.387764,170.220001,42.469643,37.904667,177.14476,152.419998,138.981842,176.229996,336.98999,97.580002,1902.26001,248.659378,50.080002,83.501747,54.394333,340.700012,115.370003,187.573792,44.418224,103.475647,69.166412,35.637798,51.84,202.084305,66.463913,148.740005,52.450001,98.099998,34.311028,92.396873,44.161865,124.31279,171.160004,29.069405,85.110001,62.629696,207.979996,281.869995,81.400002,47.321674,221.203629,522.890015,25.42,102.090057,43.23901,167.285233,25.99,25.01,146.889999,114.798012,52.065235,363.25,80.547935,39.369999,104.309929,17.18,44.046604,57.610001,49.134895,355.809998,149.12059,88.01532,358.209991,60.885601,69.28624,92.269997,106.542,30.33,47.700596,421.040009,91.97644,75.68,5.904607,73.128761,129.559998,66.403893,98.709999,66.849998,107.290001,64.269997,96.837067,34.259998,294.040009,173.779999,118.345718,187.020004,65.580833,189.289993,44.996716,49.704037,108.152229
2/6/19,6997.620117,42.378616,254.350006,23.26,121.029999,244.039993,1122.890015,1115.22998,1640.26001,178.82106,98.317436,170.779999,42.484268,39.028629,182.265686,152.279999,139.220947,173.850006,333.23999,95.949997,1906.930054,254.378525,50.48,83.365067,55.238571,343.51001,115.900002,187.329285,44.625004,103.007423,72.362,35.656979,51.93,202.074753,66.288673,145.160004,51.299999,97.790001,34.456699,80.103264,44.189873,125.957687,170.490005,29.02223,84.610001,63.619835,208.830002,284.179993,81.419998,47.516888,221.292313,521.950012,25.110001,103.084396,42.83482,170.569489,25.34,24.379999,145.759995,115.151505,52.99918,358.920013,86.421608,41.52,103.152237,18.139999,44.257347,57.360001,46.530312,352.190002,152.153717,90.170837,353.619995,60.876308,69.24865,92.25,106.683548,28,48.0485,406.559998,91.453339,75.68,5.855566,81.533379,128.210007,66.278748,99.739998,66.940002,92.529999,63.444,100.774162,33.900002,293.450012,173.889999,118.059547,182.389999,65.727982,188.479996,45.556679,49.732494,111.358398
2/7/19,6904.97998,43.324745,253.740005,22.67,118.790001,239.449997,1105.910034,1098.709961,1614.369995,172.699707,96.608574,169.550003,41.679646,38.679817,176.647293,150.559998,139.354889,171.580002,308.730011,93.760002,1877.060059,247.821289,50.580002,88.920135,54.580853,344.51001,115.790001,187.524902,43.891907,102.53923,70.895325,36.146225,51.290001,200.178787,66.405495,143.960007,50.709999,98.290001,34.233337,83.988083,44.946301,125.947845,166.380005,28.658981,84.010002,62.259525,206.809998,276.519989,79.830002,46.878887,217.735168,509.359985,23.98,100.847168,42.421658,169.240387,25.459999,24.5,147.630005,113.433121,51.74448,358.200012,85.221725,39.380001,102.412849,17.049999,44.544735,57.43,45.491161,344.709991,146.604599,88.49324,365.459991,61.192013,69.305031,90.849998,106.721306,26.51,47.531338,406.459991,91.384232,73.75,5.7771,78.520042,128.210007,66.557922,98.449997,68.279999,96.389999,61.501999,98.29454,32.099998,293.640015,173.050003,118.661491,180.179993,65.479668,186.610001,43.525616,50.396481,109.857643
